income,loan_amount,employment_years,age,credit_score,existing_loans,dependents,loan_term_months,interest_rate,late_payments,credit_utilization,savings_balance,checking_balance,has_credit_card,has_mortgage,default
93847,81876,7,36,843,5,1,48,22.7,4,0.4,130518,48868,1,0,0
230706,237465,36,64,887,4,2,48,21.83,4,0.15,349385,185813,1,0,0
48251,582081,27,60,832,6,0,24,22.81,3,0.61,198702,15200,0,0,0
123481,949769,20,51,786,3,3,36,15.38,0,0.56,264718,156281,1,0,0
45945,529461,10,56,304,7,4,48,20.09,4,0.68,74313,688,0,1,1
52217,211224,10,22,379,0,0,48,13.1,5,0.31,270667,77211,1,1,1
28308,110558,22,53,865,5,4,12,7.32,4,0.64,332494,155980,1,0,1
288093,221895,12,31,439,2,1,12,9.14,5,0.59,369129,122020,0,0,1
203062,209118,26,54,334,7,1,36,19.57,3,0.97,326685,142586,0,0,1
240552,873800,22,60,366,1,1,48,10.84,5,0.49,405071,144564,1,1,1
120235,19389,32,34,831,2,1,36,6.11,3,0.26,237698,147106,1,1,0
94740,325938,25,33,784,1,1,60,7.25,5,0.95,416732,126356,0,1,1
245913,263125,35,62,756,1,0,36,18.57,8,0.29,292205,97588,1,0,0
299040,535123,32,44,681,0,3,60,6.32,3,0.26,122752,5974,1,0,0
197247,294206,37,33,867,7,3,24,22.84,3,0.59,314165,55209,1,0,0
158877,153237,15,28,391,6,0,60,5.62,1,0.34,13790,43964,0,1,0
25237,221560,9,54,504,4,4,12,20.78,6,0.66,275071,197530,0,0,1
40056,947251,16,34,401,7,4,24,19.28,5,0.29,25896,116995,1,0,1
196615,298413,22,69,698,4,4,12,8.89,5,0.2,420944,163881,0,1,0
207628,148033,0,38,470,6,3,24,11.55,8,0.12,381695,93974,1,1,1
134548,916720,28,50,545,2,4,24,13.99,2,0.72,337680,69569,0,1,1
154415,777331,24,47,577,5,3,48,7.33,5,0.98,182129,17251,0,1,1
49375,120120,5,60,621,7,4,48,20.16,3,0.79,374824,75280,0,0,1
160734,485271,9,50,417,1,3,48,20.71,7,0.2,94428,47172,1,0,1
36964,392809,39,25,418,4,4,36,15.41,7,0.19,148880,155477,0,1,1
133429,730841,13,41,393,2,2,12,18.06,6,0.89,463918,10310,1,0,1
272764,625015,22,35,473,0,2,24,22.46,0,0.45,126416,171572,1,0,1
210710,256465,18,68,564,0,4,12,16.64,0,0.36,250027,152612,1,1,0
236139,493658,30,36,722,7,0,36,23.03,8,0.55,4108,29485,1,1,1
87215,397989,38,21,805,1,3,60,22.28,0,0.16,98224,3990,1,1,0
164356,39627,38,37,749,4,2,12,6.79,7,0.45,348118,7491,1,0,0
223861,587982,37,50,526,5,1,60,9.04,1,0.26,288295,183816,1,0,1
29435,8919,18,28,884,1,3,48,22.66,5,0.78,414959,145368,0,0,1
195150,998906,0,30,348,7,4,60,14.06,1,0.46,383807,43097,0,0,1
71293,633982,37,39,725,5,3,36,21.05,9,0.69,43810,121056,0,1,1
98781,824748,12,39,441,1,0,36,19.67,7,0.88,472076,110753,0,1,1
211475,976716,33,40,619,5,2,24,23.51,8,0.47,332175,110139,0,0,1
180196,909694,16,31,364,6,3,24,21.08,3,0.21,147184,77979,1,0,1
246507,328126,31,52,311,1,0,48,17.25,9,0.78,484800,75530,1,0,1
259833,267310,33,52,541,2,3,48,9.86,2,0.31,405823,185501,1,1,0
272377,516416,32,32,644,0,3,60,20.77,6,0.28,7648,180952,0,1,0
186319,934456,27,33,370,5,1,48,10.71,1,0.47,162753,171873,0,0,1
141172,548072,28,42,600,0,4,48,14.29,2,0.85,152170,145761,0,1,1
79101,167494,36,67,786,1,3,48,7.32,7,0.36,284431,81379,0,0,1
43049,729066,23,65,562,0,3,12,18.01,8,0.67,320228,161734,1,1,1
230677,571895,15,49,538,7,1,60,6.68,9,0.65,251417,163394,1,1,1
88385,385021,12,56,450,5,3,36,10.7,1,0.9,410877,87921,1,1,1
146131,983593,25,25,807,5,3,48,5.59,9,0.33,166238,169335,1,1,1
216489,656616,6,45,643,3,0,24,20.49,7,0.4,373951,187204,0,1,1
43289,859589,13,24,488,7,0,12,17.59,1,0.88,49688,162221,1,0,1
291967,985468,31,56,876,4,0,12,11.95,3,0.51,483282,110795,0,1,0
211232,827601,10,45,482,0,1,48,7.02,1,0.56,307554,128970,1,1,1
29540,371914,31,33,591,1,3,36,17.86,0,0.81,447467,178444,1,0,1
36364,151365,10,23,726,6,0,48,19.2,4,0.97,259998,30371,0,0,1
47663,625017,19,29,309,7,3,48,17.01,7,0.71,309354,23908,0,1,1
71991,207780,33,66,824,0,2,36,17.78,9,0.51,434059,196079,0,1,1
208751,771690,21,44,618,5,0,60,11.74,7,0.47,278897,137796,0,0,1
182049,529830,22,56,869,5,1,60,9.32,5,0.84,370057,105871,0,0,1
114704,997571,28,60,586,7,1,60,13.94,4,0.5,339036,114060,1,0,1
69115,297390,11,55,726,6,3,12,9.39,1,0.43,209148,111453,1,0,0
239295,258902,38,24,886,5,0,36,23.24,9,0.76,261516,107729,0,0,1
211962,573832,30,28,505,3,0,36,8.94,3,0.62,42509,179906,0,0,1
217459,898495,28,30,866,4,1,36,12.05,4,0.85,305103,21727,0,1,1
169143,254298,30,59,377,5,2,12,20.6,5,0.44,476739,38269,1,1,1
210347,913132,11,56,731,2,2,48,8.52,3,0.32,9204,146192,0,1,0
31938,867905,34,69,850,4,0,24,18.17,0,0.76,75980,148705,1,1,1
24000,295394,26,30,654,1,0,36,20.02,6,0.54,322457,175024,0,0,1
221660,514844,14,48,622,5,4,24,18.23,9,0.33,134770,26106,1,1,1
271492,947005,29,58,688,5,1,36,24.13,6,0.48,450535,97511,1,1,1
58304,191566,6,21,839,3,0,24,21.8,8,0.86,89679,152675,0,1,1
102986,525874,35,44,504,3,1,60,12.97,2,0.89,493893,179385,0,1,1
171836,105064,23,33,682,5,0,48,14.25,0,0.24,231397,18593,1,0,0
128940,80957,17,40,403,5,3,24,13.9,2,0.14,292770,24104,1,1,0
285517,510985,23,62,897,3,3,48,14.85,3,0.59,107631,180308,0,0,0
163233,862741,31,65,818,6,3,12,19.43,1,0.9,88729,3179,0,0,1
117532,778993,11,27,756,4,3,60,19.26,5,0.97,11131,179454,0,1,1
120386,740362,27,48,664,4,1,60,9.5,2,0.2,398605,109302,1,1,0
47350,908821,10,33,640,5,2,60,20.44,5,0.97,454062,162746,0,1,1
113008,69336,2,31,661,7,3,48,6.55,6,0.52,460204,24042,0,0,0
45351,273454,36,27,636,3,4,60,20.48,7,0.38,27862,80350,0,1,1
108668,435464,2,35,670,4,2,48,10.51,4,0.36,446555,76208,1,1,1
134585,221695,28,53,461,3,3,60,18.5,8,0.61,460398,68849,0,0,1
227869,936370,31,52,600,3,2,36,14.89,6,0.61,63232,133790,1,1,1
85953,208867,37,45,792,1,4,60,10.02,8,0.89,83726,158768,0,0,1
23267,382573,30,30,343,7,1,60,16.43,8,0.67,418391,15457,1,1,1
102745,522871,0,59,560,4,0,48,9.11,3,0.17,421387,122749,0,1,1
177164,547906,36,41,786,7,3,60,13.72,2,0.39,366627,38787,1,1,0
31338,186837,20,42,851,3,4,48,22.57,2,0.92,219855,20983,1,0,1
151484,336216,19,32,836,2,0,12,11.21,5,0.49,468083,136622,1,1,1
27543,971414,10,48,463,6,2,60,24.78,8,0.48,422700,192854,1,1,1
80692,21941,9,66,704,5,4,48,7.79,7,0.78,160266,188941,0,0,1
240156,182670,2,21,760,7,2,12,15.05,4,0.11,133967,146792,0,1,0
243992,150065,13,62,382,3,0,48,6.23,0,0.9,195205,64095,1,1,1
58756,820218,30,58,320,0,1,60,23.36,5,0.2,498157,46154,0,0,1
38888,45198,34,42,649,0,0,36,14.62,1,0.89,150097,157294,1,0,0
186807,977718,8,65,549,3,1,12,13.21,5,0.11,392217,167352,1,1,1
134352,364418,5,23,631,0,0,36,19.26,3,0.8,492702,51057,1,0,1
105999,243935,28,25,337,0,4,48,11.87,6,0.9,489805,56715,1,0,1
37955,743137,21,66,729,0,4,60,10.72,4,0.2,383271,4212,0,1,1
90640,982869,2,23,796,7,4,36,18.68,1,0.74,60472,174377,1,1,1
216582,263286,1,58,465,0,4,60,6.2,6,0.9,332323,41722,1,0,1
239798,334490,27,48,445,6,3,36,5.84,7,0.42,55165,119318,1,0,1
81476,810172,36,69,354,0,2,60,8.84,3,0.68,267832,30107,1,1,1
187280,707297,4,33,387,2,1,60,6.17,3,0.67,311336,61103,1,0,1
171222,215959,8,38,551,2,1,24,18.83,2,0.84,322104,45473,1,0,1
91180,189289,31,65,582,0,0,24,13.24,1,0.92,346085,35179,1,0,1
194358,345029,16,64,688,5,2,36,24.54,0,0.57,312710,191529,0,0,0
132856,558665,10,36,308,5,0,36,10.55,0,0.44,418058,157361,1,1,1
206141,954568,37,37,754,5,1,12,14.81,8,0.8,137823,38741,1,0,1
130448,819447,34,23,556,6,4,24,7.31,6,0.55,202768,40718,1,1,1
34397,844090,17,35,887,5,3,36,15.48,4,0.29,158716,43258,0,1,1
198031,58539,35,37,408,3,2,60,9.54,3,0.73,235279,47241,1,0,1
139180,880682,18,62,454,0,2,12,16.72,8,0.29,191702,84892,0,0,1
86234,652914,24,68,849,4,4,48,16.47,7,0.1,417187,127836,0,1,1
59954,93855,39,53,486,3,4,60,23.98,8,0.28,113496,63377,1,1,1
198352,644216,30,24,832,0,4,60,12.97,5,1.0,352618,46053,0,0,1
99459,18636,22,48,515,4,3,36,12.02,0,0.87,251184,5229,1,1,1
215004,86270,13,68,660,3,4,24,17.79,7,0.13,209476,177023,1,0,0
220968,616228,26,61,717,4,2,36,5.44,1,0.75,90300,44314,1,0,1
79163,209520,34,28,700,6,2,48,14.67,4,0.72,166547,3375,0,1,1
71934,448520,12,62,476,7,1,36,22.22,0,0.41,427120,63418,1,0,1
215967,620352,35,59,772,3,2,60,24.83,0,0.43,227315,93485,1,1,0
25486,397314,23,51,323,4,4,12,23.69,9,0.96,316417,74488,1,0,1
159407,51728,32,53,797,6,2,36,11.61,7,0.34,209820,181577,0,0,0
146020,385771,6,22,641,2,4,24,20.26,1,0.15,334662,114803,1,0,0
122795,100695,8,24,739,4,2,36,13.39,8,0.75,268347,153897,0,0,1
240184,662934,20,69,523,2,0,48,11.25,9,0.86,184314,141045,1,0,1
162202,428753,31,26,854,0,3,60,18.7,2,0.77,363458,133604,1,1,1
257027,319596,1,53,659,7,2,36,19.16,2,0.93,241870,85486,0,0,1
138324,655383,24,46,712,5,3,12,23.84,7,0.26,242519,135713,0,0,1
217775,517741,0,46,643,0,4,12,16.48,9,0.37,101045,184139,0,1,1
283206,521271,10,21,367,3,4,48,20.19,9,0.92,472755,94759,0,1,1
104076,44715,15,32,696,1,1,60,14.5,6,0.65,402171,150401,0,0,0
109780,44669,22,57,505,7,1,36,11.81,7,0.37,462567,2467,1,0,1
172617,776124,14,60,385,0,0,24,14.96,1,0.76,333794,36258,1,1,1
41689,136406,26,64,553,3,1,24,14.81,8,0.13,306810,71061,0,0,1
293318,673546,15,64,329,5,2,60,12.05,9,0.16,491107,149639,0,0,1
29348,198170,32,51,749,2,3,36,11.04,4,0.21,94713,49729,0,1,1
58102,51632,38,49,725,2,4,60,17.53,1,0.91,426249,6538,1,0,0
94460,683180,7,37,528,1,2,12,19.96,9,0.91,499295,77883,1,0,1
109930,786551,0,30,537,6,4,36,17.58,4,0.32,122573,98420,0,0,1
26801,181570,18,24,453,6,3,12,6.78,8,0.58,160667,150150,1,0,1
123150,334410,25,22,616,5,0,36,10.34,7,0.97,26178,173310,1,0,1
223339,174095,36,48,888,2,3,48,6.31,5,0.72,470328,22342,1,1,1
199208,232927,2,59,648,3,1,12,6.58,1,0.43,466058,53938,0,0,0
174697,238229,23,26,512,4,2,12,8.09,4,0.59,328011,124183,0,0,1
233945,744004,21,53,665,3,3,60,19.77,1,0.94,309180,141229,1,0,1
251915,497322,0,38,811,7,2,12,8.8,5,0.55,37158,13651,0,0,1
223664,5911,38,26,841,3,1,36,7.76,3,0.82,87424,27299,0,1,0
228124,361422,8,52,430,4,0,60,18.94,1,0.65,369051,144990,0,0,0
21542,625264,32,68,373,2,2,24,15.83,7,0.67,12657,61307,0,1,1
197804,917290,22,60,659,5,1,48,5.24,6,0.81,235315,143049,0,1,1
201415,429967,33,41,307,0,4,60,7.53,4,0.77,4921,103532,1,0,1
59081,952131,34,21,666,7,4,48,22.98,5,0.36,301176,198331,0,1,1
213928,708243,9,33,859,7,3,60,21.3,9,0.28,118613,90278,0,1,1
239930,426296,31,50,848,3,1,12,6.57,5,0.81,109008,177817,0,0,1
234532,503541,1,24,446,6,3,36,18.93,0,0.27,8095,97733,0,0,1
108092,210135,6,26,838,6,2,60,11.98,6,0.99,328613,193429,0,0,1
48295,495098,23,64,704,0,1,24,14.75,4,0.48,21296,24385,1,1,1
33807,62339,2,52,808,3,3,48,22.2,7,0.57,448659,57802,0,0,0
177504,215755,11,38,419,1,2,60,5.64,1,0.44,26349,199675,0,0,0
258067,738602,38,44,882,1,0,24,14.73,5,0.93,330734,138055,1,0,1
188152,919732,35,54,746,2,3,12,9.46,4,0.45,445534,185840,1,0,1
186981,180912,26,60,374,3,4,60,17.85,4,0.14,38981,135715,0,1,1
240411,238708,0,29,421,6,1,12,14.83,5,0.1,407451,114447,0,0,1
39870,969412,35,69,454,7,0,24,5.18,9,0.12,266121,160011,1,1,1
223196,711527,31,56,505,5,4,60,19.27,0,0.62,414511,82424,0,0,1
268683,958931,26,67,625,5,1,24,5.49,0,0.84,210185,116662,1,0,1
254677,214401,30,57,860,5,0,36,10.45,6,0.91,33525,9292,0,0,1
46790,477020,32,65,370,3,3,12,18.0,7,0.77,151247,43505,1,1,1
138874,234774,31,25,343,6,0,12,14.75,2,0.67,488603,194167,1,0,0
244786,638442,3,40,680,7,4,60,24.23,4,0.45,289548,170064,0,0,1
35485,82122,24,51,308,3,2,36,15.52,5,0.47,178691,3172,1,0,1
106188,811913,38,49,791,3,1,48,11.92,8,0.85,449638,59576,0,0,1
24748,20993,28,55,879,3,4,24,20.07,3,0.23,211312,41707,0,1,0
237841,422669,8,31,597,5,3,36,18.13,7,0.84,255657,189599,0,1,1
160507,327744,13,51,740,7,2,48,7.93,2,0.39,188236,14566,0,1,0
285853,299927,4,56,628,5,0,36,16.07,3,0.38,88611,7450,1,1,0
143961,566430,16,21,393,5,1,48,6.81,6,0.14,4499,44984,0,0,1
50355,59622,31,67,876,4,2,12,17.08,6,0.86,17572,168999,0,0,1
206843,634105,5,38,604,0,3,36,6.83,4,0.22,197376,182467,1,1,1
176542,448944,4,22,839,3,3,60,15.5,0,0.62,360787,193678,0,1,0
193416,430885,28,21,404,3,0,24,16.61,6,0.74,265547,81885,0,1,1
59298,149322,27,45,612,2,3,48,16.94,4,0.76,57893,26463,0,1,1
81629,65278,9,23,781,2,0,60,22.06,0,0.57,280769,20334,1,0,0
250907,652545,22,44,765,3,0,48,9.52,1,0.91,242000,104313,1,0,1
43960,403390,18,67,879,7,4,60,15.38,5,0.28,339387,46240,1,1,1
233920,822359,3,39,569,1,3,60,11.05,8,0.22,362799,3811,1,0,1
262804,445451,31,64,529,0,0,60,14.63,3,0.93,85462,17737,1,1,1
149695,911605,19,31,548,1,4,48,8.25,3,0.13,180179,162834,0,1,1
254286,538859,27,63,319,0,4,12,9.22,4,0.29,71076,179002,0,1,1
148148,191139,35,40,853,3,0,24,21.9,9,0.88,347008,176071,0,1,1
212714,265273,22,53,402,3,1,36,18.0,4,0.19,371660,82947,0,1,1
227611,475257,2,30,719,4,4,24,11.59,1,0.79,158427,192550,0,1,1
279747,652921,23,29,330,2,0,48,21.19,0,0.35,195442,141624,1,1,1
111362,563363,1,40,489,7,0,12,13.64,6,0.55,436012,124937,0,0,1
295987,14850,17,45,471,1,2,48,17.09,5,0.24,160605,71152,1,1,1
134065,75068,31,25,648,2,1,36,17.55,1,0.48,226232,189724,0,0,0
37640,405322,29,42,655,2,2,12,9.75,2,0.79,143041,7092,1,0,1
72528,763438,37,31,517,6,4,60,14.28,9,0.74,273719,99107,0,1,1
279214,509332,26,65,589,5,2,36,17.64,0,0.5,261402,7531,0,1,0
130133,502734,37,45,607,3,4,36,17.64,7,0.16,345158,99369,0,1,1
219938,627645,37,68,705,5,1,60,20.25,3,0.7,264163,5231,1,1,0
170159,850836,13,22,754,4,2,48,16.35,0,0.99,1207,115730,1,0,1
192502,616703,0,57,357,0,1,24,10.59,4,0.38,294631,127734,0,1,1
175576,762306,0,39,742,7,3,60,5.31,1,0.96,438289,71836,1,0,1
31023,592011,39,41,393,5,0,12,15.56,5,0.85,63206,76377,1,0,1
41447,152535,7,29,652,5,4,60,7.08,9,0.99,490226,169761,1,0,1
86203,70464,16,49,536,2,2,12,9.81,7,0.79,292223,101645,1,1,1
180775,982371,0,45,480,7,2,12,9.16,7,0.32,188312,51114,0,1,1
29337,823235,13,64,768,7,4,60,15.43,4,0.34,457113,25734,1,0,1
66427,688054,12,69,393,4,0,48,17.44,0,0.37,78023,93424,1,1,1
125787,158420,29,60,671,7,4,24,12.57,8,0.78,38101,90131,1,1,1
182993,944497,12,55,301,0,0,24,20.69,1,0.75,121334,53752,1,0,1
147016,740945,2,28,453,7,4,12,24.84,4,0.77,441920,172857,0,1,1
286979,585643,21,44,390,2,3,12,15.8,6,0.78,201044,150663,1,0,1
40159,852378,34,51,494,6,2,48,8.35,4,0.6,206470,41059,1,0,1
198677,323719,13,68,347,2,3,36,21.63,5,0.55,54295,111722,1,0,1
186619,709797,39,30,811,5,4,12,24.82,2,0.1,136573,50075,0,1,0
102844,786678,21,47,686,5,3,60,7.89,7,0.65,192889,140635,1,1,1
47532,604592,32,39,356,0,2,48,18.29,5,0.61,2103,116682,0,1,1
185421,161591,11,22,573,4,0,48,7.39,1,0.17,124909,13134,0,1,0
142402,94883,23,65,890,5,0,60,20.78,2,0.85,188748,186861,0,0,0
138012,111270,4,58,400,7,2,24,5.6,9,0.48,216394,32851,0,0,1
76178,906347,8,51,652,2,4,48,16.88,4,0.56,177613,42792,1,0,1
69407,777024,1,35,471,5,0,12,7.11,5,0.11,127035,92644,1,0,1
70990,154674,30,46,603,1,0,60,14.76,0,0.57,305888,151754,0,0,0
149473,670072,28,68,316,0,4,12,17.36,8,0.21,329644,44629,1,1,1
246156,793416,28,30,403,0,2,24,17.04,3,0.94,235648,45430,0,1,1
188964,975120,35,65,502,2,0,60,9.47,3,0.13,388877,153614,1,0,1
21015,918931,29,56,369,3,4,12,22.71,7,0.39,156511,44557,0,1,1
81813,604766,21,47,353,0,0,36,20.23,5,0.47,247171,32180,0,0,1
47712,664083,20,31,314,0,1,48,21.17,4,0.85,345967,165726,0,0,1
120497,466097,11,68,404,7,1,36,14.51,0,0.57,306036,57263,0,0,1
262926,601424,6,31,475,1,3,24,12.57,4,0.9,340123,174895,1,1,1
132816,661820,24,33,717,6,0,36,6.03,1,0.48,140820,52270,1,1,0
148778,504033,7,68,402,5,3,12,16.29,1,0.65,23254,67365,1,1,1
82292,222565,32,63,854,7,3,24,8.86,6,0.87,12655,137459,0,0,1
155230,268352,15,29,636,7,3,60,22.81,6,0.44,383183,2828,0,0,0
213752,729691,39,36,773,2,0,12,12.14,3,0.69,241405,76903,1,1,0
289114,822423,9,69,363,6,3,48,24.37,1,0.12,61846,31611,0,0,1
171456,34794,11,37,705,4,3,12,13.94,0,0.28,430667,79196,1,1,0
125570,490809,21,61,488,7,0,60,19.58,5,0.49,155039,80984,0,0,1
290846,596491,6,57,846,0,2,48,18.47,6,0.18,25143,60614,0,0,1
20404,478714,20,21,888,3,2,24,15.34,7,0.2,216398,134330,1,0,1
198998,866656,39,22,531,1,3,36,18.44,6,0.17,277641,117986,0,0,1
294907,586179,37,39,658,2,1,48,21.61,1,0.28,216267,77597,0,0,0
169456,589475,21,50,369,1,3,24,7.76,0,0.93,369254,94661,0,0,1
211172,640500,8,66,409,5,2,12,10.37,8,0.73,458716,176250,1,0,1
160932,290067,19,28,642,7,2,36,24.3,0,0.54,177487,198045,1,0,0
255365,260383,12,24,860,6,2,12,18.59,0,0.58,499009,146058,1,0,0
70612,257763,23,37,788,7,1,12,21.78,2,0.84,228175,37397,0,0,1
220244,211720,29,28,392,5,4,12,8.04,5,0.91,225828,118071,0,1,1
293060,653097,17,37,694,5,0,48,22.53,7,0.83,353291,47169,1,1,1
24809,410890,24,38,604,7,2,60,17.39,9,0.14,60260,181480,1,0,1
183273,77213,19,52,674,0,0,48,12.62,3,0.13,314641,163442,0,1,0
204402,90332,10,60,752,4,2,36,7.92,7,0.14,239917,5046,0,0,0
164528,586146,39,34,318,3,0,12,8.01,9,0.37,423015,63899,0,1,1
58765,998172,33,65,520,3,1,60,8.88,1,0.34,9065,195629,0,1,1
41949,402525,22,44,585,3,1,12,16.9,7,0.64,162266,26001,1,0,1
221152,486676,25,46,629,2,2,24,7.21,3,0.82,429627,16936,1,0,1
196615,232371,22,69,458,4,4,12,15.02,0,0.98,192694,134786,0,1,1
112193,103669,32,22,574,5,3,60,24.24,0,0.55,454651,116406,0,0,0
56187,273055,24,60,640,2,3,12,17.99,3,0.47,48415,2889,0,0,0
158311,72757,33,63,305,6,4,60,5.47,3,0.9,471106,28554,1,1,1
296633,709784,25,24,856,4,0,24,12.5,4,0.61,226016,72770,1,0,1
209089,739980,38,45,873,6,1,24,19.28,0,0.21,225134,68766,1,0,0
81877,172461,4,55,318,0,1,36,12.3,6,0.81,117800,171958,1,0,1
114074,238018,28,47,840,2,4,36,9.27,5,0.27,249382,68673,1,1,1
183121,320881,29,28,639,4,2,12,6.69,8,0.65,241668,112227,1,1,0
57131,559906,26,46,347,2,0,36,6.69,7,0.53,159504,180254,0,0,1
135765,282685,36,59,341,7,1,36,8.25,4,0.49,489013,198044,0,0,1
126884,526832,24,44,762,4,3,48,13.61,7,0.83,178193,47707,0,0,1
145917,397287,9,45,679,1,4,36,11.57,4,0.37,338814,77616,0,0,1
193880,677345,33,40,370,7,1,60,23.26,6,0.84,135569,22767,0,1,1
35254,458702,11,68,678,2,1,24,13.7,6,0.34,142523,181428,1,1,1
64238,79339,28,62,539,3,1,12,24.25,9,0.32,374114,39379,1,0,1
21252,585918,38,25,426,2,4,12,18.16,5,0.42,48944,184211,1,0,1
101317,333006,18,26,847,7,1,12,5.89,3,0.43,246630,22774,0,0,0
98587,981554,18,55,693,4,1,36,17.05,9,0.19,299361,9043,0,0,1
26949,460002,28,49,470,2,1,48,6.22,4,0.63,217718,104082,1,1,1
258897,255021,1,60,315,4,1,60,24.1,0,0.44,184067,39535,0,1,1
224625,73463,25,63,628,5,3,24,24.72,7,0.14,115228,167849,1,0,0
158013,460407,36,38,348,0,4,12,16.57,8,0.51,458487,169565,0,0,1
45934,346207,33,47,503,2,4,36,24.66,2,0.76,376665,159358,1,1,1
276434,220100,29,69,729,0,0,24,5.32,4,0.34,425661,11727,1,0,0
270875,301876,11,65,816,0,4,60,12.74,9,0.26,51597,178252,0,0,0
90390,849985,19,66,738,4,2,60,7.55,1,0.82,150332,188701,0,0,1
203401,894195,32,30,435,0,3,60,19.74,2,0.37,496379,69331,0,0,1
273490,397092,8,69,545,2,0,24,18.98,1,0.95,429212,9763,0,0,1
63088,685959,1,69,353,1,4,48,6.49,6,0.85,352302,173314,0,1,1
267940,485437,27,63,304,3,4,60,13.39,0,0.56,64948,185282,0,0,0
236464,760745,33,37,471,2,1,24,9.49,1,0.92,82137,51672,1,1,1
238441,378140,20,61,561,5,1,24,9.67,3,0.71,408837,63602,1,1,1
145911,428468,18,54,355,3,1,60,20.05,7,0.83,426561,110424,1,0,1
243777,65288,13,23,446,6,1,48,15.63,2,0.72,332216,113120,1,0,1
296532,76817,16,38,676,4,3,24,5.61,9,0.72,119022,103487,1,0,1
25569,455233,4,36,652,5,2,12,6.22,0,0.35,462721,114688,0,1,0
89836,981733,20,22,635,0,1,36,21.65,8,0.75,119097,11576,1,0,1
124573,531363,21,69,350,0,2,12,20.21,3,0.11,427737,53338,1,1,1
278090,402244,39,56,306,3,4,12,7.67,5,0.93,265352,153949,1,1,1
163087,861169,19,41,315,2,3,60,6.69,9,0.77,248715,187846,1,1,1
65002,197285,27,51,841,7,0,36,16.0,2,0.51,338493,139947,1,1,0
267666,838692,31,37,873,0,0,12,12.41,9,0.77,295874,34499,1,0,1
157326,686758,18,39,659,4,3,48,23.62,6,0.63,13294,2391,0,1,1
175286,704498,27,37,572,3,0,60,14.6,5,0.63,401614,138090,0,0,1
231791,825456,22,52,691,3,1,24,17.98,4,0.8,138243,52788,0,1,1
222846,586827,32,30,696,7,1,48,20.92,9,0.93,350741,67969,0,0,1
157162,655224,17,23,622,5,4,24,22.4,9,0.19,348352,46543,0,1,1
162709,879322,34,58,779,4,2,12,8.51,7,0.3,357184,121757,0,0,1
173487,664657,36,38,374,0,4,48,7.01,4,0.2,265914,50546,1,0,1
44071,973812,35,48,463,3,0,48,17.23,7,0.66,346691,184428,0,0,1
78243,345510,18,27,520,6,1,36,10.59,0,0.68,352845,158366,1,1,1
192312,944745,25,68,304,6,1,24,17.81,0,0.3,365121,191287,1,1,1
277218,627632,35,26,835,7,0,24,15.67,8,0.57,257540,91374,1,1,1
234879,640967,25,65,382,1,1,36,22.58,9,0.49,187244,171036,1,0,1
48732,852590,6,69,803,2,3,36,17.13,5,0.13,188770,123296,0,1,1
141465,444161,22,30,644,7,3,60,17.35,1,0.49,427135,26652,1,0,0
77108,226865,4,22,650,5,4,12,5.84,2,0.42,443999,89207,0,1,0
131195,663219,22,40,580,2,0,36,13.46,0,0.34,193381,48313,0,0,1
56668,990502,35,55,579,5,0,12,23.9,8,0.52,357073,114172,0,1,1
59749,105341,31,39,753,3,0,36,23.23,2,0.65,78869,144459,1,0,0
150560,834811,14,31,897,4,0,24,19.08,2,0.29,114259,10193,0,0,0
167979,39442,26,62,573,2,3,48,23.82,1,0.33,152559,86187,0,1,0
169849,491179,16,56,500,6,3,12,9.14,9,0.39,479379,19049,1,0,1
244301,185587,19,26,359,0,2,48,19.13,5,0.23,250688,103250,0,0,1
71745,837747,15,43,692,3,2,60,5.91,2,0.52,476100,47790,0,1,0
111865,873127,27,31,734,4,4,60,14.92,2,0.12,462734,130257,1,0,0
232890,728414,30,55,382,6,4,24,10.03,2,0.61,387519,135450,0,0,1
43624,838383,15,49,352,4,1,12,19.52,0,0.17,204424,112609,1,1,1
43321,537979,13,49,624,5,2,60,13.52,4,0.98,423950,131872,1,0,1
194293,761717,9,36,488,6,3,48,12.05,7,0.87,396032,124282,0,0,1
279127,285998,1,53,776,4,3,36,12.47,9,0.13,46907,59344,1,1,1
206717,972234,32,37,596,4,3,12,13.95,7,0.33,205523,169317,0,1,1
203868,641091,21,55,873,4,1,48,5.41,3,0.85,323849,197034,1,1,1
155504,619235,1,69,480,1,0,12,5.12,6,0.99,306593,69928,0,1,1
115257,66208,6,62,333,3,2,36,23.77,9,0.86,104969,71424,1,0,1
84291,610723,29,57,449,5,2,36,18.54,6,0.45,104342,158118,1,0,1
230176,609562,37,39,423,2,2,24,18.81,0,0.66,311671,190059,0,1,1
210471,216437,38,40,382,7,3,60,9.97,0,0.91,489716,91560,1,1,1
238803,551514,18,25,775,2,3,48,6.82,9,0.65,120047,7045,0,0,1
131317,792689,37,23,337,4,3,48,7.2,1,0.57,251974,134580,0,1,1
159789,535923,16,27,686,1,1,24,21.06,6,0.67,63965,7854,0,1,1
93686,270116,36,68,736,6,4,12,16.41,2,0.33,22649,168552,0,1,0
87661,599865,9,67,731,5,3,24,11.31,5,0.78,234507,52381,0,0,1
64247,355738,14,45,709,4,2,48,17.31,3,0.95,41712,125703,1,0,1
265121,100543,4,50,581,6,1,24,24.85,3,0.89,428113,37530,0,1,1
